Date,Open,High,Low,Close,Adj Close,Volume
2020-12-16,26.000000,30.010000,22.610001,29.469999,29.469999,13459800
2020-12-17,28.643000,39.849998,28.250000,35.770000,35.770000,7042200
2020-12-18,38.020000,48.660000,37.060001,44.090000,44.090000,7266500
2020-12-21,44.000000,47.990002,40.000000,41.099998,41.099998,2833800
2020-12-22,43.099998,48.080002,40.650002,47.840000,47.840000,3727400
2020-12-23,47.500000,51.397999,43.020000,46.320000,46.320000,3142400
2020-12-24,46.590000,47.470001,42.505001,43.959999,43.959999,873100
2020-12-28,44.310001,45.000000,38.049999,42.630001,42.630001,1882200
2020-12-29,42.040001,42.490002,39.509998,40.750000,40.750000,646400
2020-12-30,41.200001,41.500000,38.110001,38.869999,38.869999,1049500
2020-12-31,38.200001,40.950001,36.259998,40.750000,40.750000,969000
2021-01-04,40.340000,45.000000,38.049999,43.990002,43.990002,1347100
2021-01-05,45.099998,53.630001,44.200001,48.369999,48.369999,3590700
2021-01-06,47.049999,57.000000,45.139999,52.139999,52.139999,2903200
2021-01-07,55.990002,61.259998,55.040001,55.389999,55.389999,1518900
2021-01-08,58.000000,58.000000,50.279999,52.730000,52.730000,1407700
2021-01-11,51.000000,56.000000,50.529999,54.709999,54.709999,1338200
2021-01-12,56.110001,63.500000,55.529999,62.480000,62.480000,1829500
2021-01-13,60.610001,69.480003,57.700001,57.880001,57.880001,1785600
2021-01-14,60.919998,67.430000,59.490002,60.639999,60.639999,1288700
2021-01-15,60.639999,62.599998,55.599998,56.000000,56.000000,1409500
2021-01-19,58.130001,61.630001,53.000000,54.279999,54.279999,1872400
2021-01-20,54.509998,56.220001,53.250000,55.220001,55.220001,935500
2021-01-21,55.049999,65.290001,55.049999,63.770000,63.770000,1702400
2021-01-22,62.400002,64.879997,58.529999,64.470001,64.470001,1241600
2021-01-25,65.000000,72.669998,64.010002,67.360001,67.360001,1781000
2021-01-26,67.709999,68.690002,63.299999,64.449997,64.449997,1506600
2021-01-27,60.070000,70.800003,58.000000,64.699997,64.699997,1398400
2021-01-28,64.540001,67.413002,63.520000,65.150002,65.150002,617800
2021-01-29,64.559998,67.400002,60.119999,62.189999,62.189999,721700
2021-02-01,63.000000,70.849998,61.900002,70.250000,70.250000,813000
2021-02-02,71.040001,80.000000,71.040001,75.470001,75.470001,1061300
2021-02-03,76.930000,81.910004,76.510002,79.750000,79.750000,854600
2021-02-04,80.550003,81.089996,74.190002,75.750000,75.750000,718600
2021-02-05,76.139999,79.779999,74.010002,75.239998,75.239998,542300
2021-02-08,77.339996,78.339996,74.099998,76.000000,76.000000,712600
2021-02-09,75.919998,82.750000,75.516998,80.250000,80.250000,902200
2021-02-10,80.910004,91.389999,78.709999,91.040001,91.040001,1080800
2021-02-11,93.500000,105.580002,92.550003,95.129997,95.129997,1433000
2021-02-12,93.000000,102.209999,92.620003,102.180000,102.180000,646000
2021-02-16,104.769997,105.000000,90.269997,92.279999,92.279999,1053900
2021-02-17,91.750000,92.268997,84.135002,87.239998,87.239998,941800
2021-02-18,84.000000,84.519997,78.500000,82.320000,82.320000,1016600
2021-02-19,83.750000,93.000000,83.500000,89.730003,89.730003,753500
2021-02-22,87.300003,89.489998,75.059998,77.010002,77.010002,1081700
2021-02-23,72.949997,75.379997,61.009998,73.059998,73.059998,1703100
2021-02-24,73.739998,83.290001,72.010002,74.510002,74.510002,985600
2021-02-25,74.080002,79.620003,66.080002,68.519997,68.519997,1423200
2021-02-26,68.790001,71.879997,63.349998,65.639999,65.639999,1558600
2021-03-01,66.779999,73.459999,65.870003,66.650002,66.650002,1309100
2021-03-02,67.209999,67.760002,58.290001,60.360001,60.360001,1772300
2021-03-03,61.700001,63.005001,55.599998,57.580002,57.580002,1610300
2021-03-04,56.150002,59.544998,49.090000,54.919998,54.919998,2218900
2021-03-05,54.540001,55.290001,42.511002,51.160000,51.160000,2322100
2021-03-08,50.666000,52.223000,45.141998,46.869999,46.869999,1382300
2021-03-09,49.395000,55.450001,49.049999,53.240002,53.240002,2035200
2021-03-10,57.299999,58.549999,52.119999,52.990002,52.990002,1540900
2021-03-11,54.750000,59.549999,54.049999,59.240002,59.240002,1260700
2021-03-12,53.500000,58.500000,53.500000,58.000000,58.000000,1130200
2021-03-15,58.889999,63.009998,56.830002,62.930000,62.930000,1432500
2021-03-16,62.270000,64.500000,56.849998,60.049999,60.049999,1266400
2021-03-17,56.775002,62.259998,54.500000,60.790001,60.790001,2762900
2021-03-18,83.540001,124.750000,81.959999,115.089996,115.089996,21497900
2021-03-19,108.000000,128.800003,106.597000,125.279999,125.279999,8769700
2021-03-22,127.940002,165.660004,124.054001,164.869995,164.869995,8566600
2021-03-23,159.973999,164.059998,115.580002,118.480003,118.480003,11899100
2021-03-24,121.878998,134.160004,110.110001,112.279999,112.279999,5499400
2021-03-25,106.300003,130.358994,105.949997,123.730003,123.730003,3820900
2021-03-26,125.000000,144.860001,118.250000,142.949997,142.949997,3260400
2021-03-29,140.800003,156.929993,132.529999,134.490005,134.490005,2652400
2021-03-30,133.479996,137.610001,122.599998,129.279999,129.279999,1521900
2021-03-31,131.630005,137.787994,128.000000,128.860001,128.860001,1137700
2021-04-01,133.940002,147.479996,133.000000,144.279999,144.279999,1871600
2021-04-05,147.707993,156.270004,136.000000,140.520004,140.520004,2029200
2021-04-06,140.289993,145.779999,138.059998,144.300003,144.300003,1018700
2021-04-07,136.550003,138.970001,123.809998,126.070000,126.070000,2674500
2021-04-08,128.509995,128.979996,119.180000,123.330002,123.330002,2548900
2021-04-09,122.000000,134.000000,118.000000,127.290001,127.290001,4545400
2021-04-12,127.750000,127.949997,111.199997,112.459999,112.459999,2891100
2021-04-13,111.879997,114.269997,102.690002,110.459999,110.459999,3733100
2021-04-14,110.230003,115.559998,104.300003,104.510002,104.510002,2062500
2021-04-15,109.290001,116.959999,105.690002,110.400002,110.400002,2347300
2021-04-16,111.080002,111.230003,103.000000,104.650002,104.650002,1584800
2021-04-19,104.419998,104.419998,93.622002,97.550003,97.550003,2723600
2021-04-20,96.330002,101.000000,90.375000,91.790001,91.790001,1626200
2021-04-21,91.400002,101.339996,89.330002,100.610001,100.610001,1713100
2021-04-22,102.500000,108.300003,99.230003,101.440002,101.440002,2104600
2021-04-23,102.980003,111.949997,102.459999,107.379997,107.379997,2117700
2021-04-26,108.808998,114.800003,108.010002,111.239998,111.239998,1936400
2021-04-27,114.940002,123.087997,112.300003,116.330002,116.330002,2629900
2021-04-28,116.930000,120.459999,111.238998,113.750000,113.750000,1648300
2021-04-29,115.699997,116.000000,103.000000,108.559998,108.559998,2145300
2021-04-30,103.900002,112.500000,103.680000,109.019997,109.019997,1199500
2021-05-03,111.120003,117.989998,105.730003,114.199997,114.199997,1773500
2021-05-04,115.000000,115.000000,101.099998,107.360001,107.360001,2081700
2021-05-05,109.148003,109.148003,97.500000,98.190002,98.190002,1387400
